scene_token,attack,k,xgb_prob,top1_gene,top1_category,top_k_genes,ade_attacked,ade_mitigated,is_fail,is_flip,improvement_m
9017962112f85d62,Rain,5,0.10486413538455963,shadow_ratio,luma,shadow_ratio|lbp_entropy|hue_mean|mean_luma|val_std,0.8870345950126648,0.7676576972007751,0,0,0.11937689781188965
613c91adcbe55cd5,Rain,5,0.3799816966056824,shadow_ratio,luma,shadow_ratio|low_freq_ratio|hue_mean|lane_line_count|mean_luma,0.0,2.7798452377319336,0,0,-2.7798452377319336
2d7bc87644e85744,Rain,5,0.27948716282844543,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|mean_luma|low_freq_ratio|mid_freq_ratio,0.9287427663803101,1.2139711380004883,0,0,-0.2852283716201782
30765e467f6c5947,Rain,5,0.18949687480926514,sat_std,color,sat_std|shadow_ratio|lane_line_count|hue_std|mean_luma,1.8770960569381714,0.4086160957813263,0,0,1.468479961156845
684dc9c8167b5189,Rain,5,0.3793351650238037,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|mid_freq_ratio|hue_mean,1.368422508239746,0.6053181886672974,0,0,0.7631043195724487
94652fa0c64d5846,Rain,5,0.1904587596654892,lane_line_count,other,lane_line_count|shadow_ratio|road_luma_std|hue_std|edge_density,1.5399357080459595,2.0201969146728516,0,0,-0.4802612066268921
98cf54a70d5e5da9,Rain,5,0.36701613664627075,shadow_ratio,luma,shadow_ratio|lane_line_count|road_luma_std|mean_luma|lbp_entropy,1.9302887916564941,3.90175724029541,0,0,-1.971468448638916
055dff3e32835333,Rain,5,0.1489601582288742,shadow_ratio,luma,shadow_ratio|lane_line_count|lbp_entropy|mean_luma|hue_std,4.533700466156006,1.6515812873840332,1,1,2.8821191787719727
fd9dc4abc0d357a1,Rain,5,0.19834840297698975,shadow_ratio,luma,shadow_ratio|road_luma_std|lane_line_count|mean_luma|hue_std,7.597102165222168,7.597102165222168,1,0,0.0
a159a54ad01d5f4f,Rain,5,0.29879721999168396,luma_skew,luma,luma_skew|hue_std|val_std|sat_std|lbp_entropy,0.4052026867866516,0.999512255191803,0,0,-0.5943095684051514
facc11b0d1075018,Rain,5,0.1796618103981018,road_luma_std,luma,road_luma_std|lane_line_count|sat_std|lbp_uniformity|hue_std,0.7031623721122742,0.38583654165267944,0,0,0.3173258304595947
c2ae8e85ce2052ff,Rain,5,0.1191546842455864,shadow_ratio,luma,shadow_ratio|hue_std|sat_std|mean_luma|lane_line_count,1.4928134679794312,0.0,0,0,1.4928134679794312
9bbaed3bac735053,Rain,5,0.2911693751811981,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|road_luma_std|low_freq_ratio,3.86044979095459,0.5412583351135254,1,1,3.3191914558410645
1c7a7a95bc3354b8,Rain,5,0.1977323442697525,shadow_ratio,luma,shadow_ratio|hue_std|lbp_entropy|road_luma_std|glcm_contrast,4.48454475402832,0.540031909942627,1,1,3.9445128440856934
c823f9a693a05d93,Rain,5,0.13210758566856384,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|edge_density|glcm_contrast,0.5028451681137085,0.8300936222076416,0,0,-0.3272484540939331
bf1184622f355af4,Rain,5,0.45088866353034973,shadow_ratio,luma,shadow_ratio|lbp_entropy|hue_mean|mean_luma|low_freq_ratio,4.270172595977783,0.9761359691619873,1,1,3.294036626815796
3dcc0fdcb0395855,Rain,5,0.3146095871925354,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|mean_luma|hue_mean|low_freq_ratio,2.0993099212646484,2.907363176345825,1,0,-0.8080532550811768
47c8c3903f245f96,Rain,5,0.1695484071969986,shadow_ratio,luma,shadow_ratio|sat_std|lbp_entropy|hue_std|hue_mean,6.844346523284912,4.819740295410156,1,0,2.024606227874756
